material,condition,contamination,unit,quantity,broken_percentage,condition_score,contamination_score,has_cracks,structural_compromised,has_rust,has_rot,is_moist,has_hazardous_coating,is_separable,recommended_pathway
Steel,Good,None,cubic metres,3699.0,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Severely Damaged,Low,kg,3789.0,54.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Excellent,High,tonnes,1627.6,84.3,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,Low,units,2959.1,19.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,Moderate,cubic metres,1972.6,42.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Moderate,Moderate,tonnes,342.0,30.4,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Moderate,Low,cubic metres,6320.4,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Excellent,None,units,6146.8,3.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,None,cubic metres,1565.4,4.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Low,tonnes,7388.6,46.1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Severely Damaged,High,tonnes,443.9,12.4,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Moderate,Moderate,units,4832.4,54.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Wood,Damaged,Low,units,582.1,54.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Good,None,tonnes,4753.1,17.4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,cubic metres,2627.7,29.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Severely Damaged,Moderate,cubic metres,2970.3,36.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Severely Damaged,Hazardous,tonnes,3514.2,25.2,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Plastic,Moderate,Low,kg,6691.3,27.9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Damaged,Low,cubic metres,1676.5,44.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Moderate,None,cubic metres,5895.8,31.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Severely Damaged,Low,units,7504.0,33.6,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Moderate,Low,cubic metres,3158.4,41.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Steel,Excellent,None,tonnes,4754.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,cubic metres,1892.4,11.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,None,units,3694.7,5.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Damaged,Low,cubic metres,1483.5,56.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Severely Damaged,Moderate,tonnes,2647.8,28.8,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Damaged,High,kg,6888.4,1.1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,cubic metres,7982.4,3.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Severely Damaged,Low,kg,5890.4,27.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Wood,Damaged,Low,tonnes,3987.4,69.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,RECOVER
Plastic,Severely Damaged,High,tonnes,157.7,35.7,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Damaged,None,cubic metres,918.0,57.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Moderate,Hazardous,cubic metres,1343.7,81.4,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Moderate,None,units,3715.3,30.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Moderate,Moderate,tonnes,399.9,34.4,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Steel,Damaged,None,units,228.7,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Excellent,High,kg,7449.5,63.4,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Excellent,Hazardous,tonnes,5849.4,2.3,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Moderate,Low,units,4270.4,28.1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Brick,Excellent,Hazardous,kg,5516.0,3.2,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Excellent,None,cubic metres,7546.7,7.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Damaged,Moderate,kg,2440.1,36.7,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,None,tonnes,5044.6,5.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Moderate,None,cubic metres,4660.1,31.3,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Concrete,Damaged,Low,units,6219.3,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Damaged,Low,tonnes,3443.9,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Glass,Excellent,None,cubic metres,1981.8,4.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Low,kg,2987.7,50.9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Moderate,Hazardous,units,1601.5,67.9,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,units,7149.6,2.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Damaged,Moderate,units,7885.8,31.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Good,Low,kg,2288.1,28.6,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Severely Damaged,Moderate,cubic metres,3597.0,43.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Excellent,None,units,4849.5,7.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Damaged,Low,cubic metres,6199.0,29.2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Mixed Construction Waste,Damaged,Moderate,units,1504.8,58.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Steel,Excellent,None,kg,3154.1,7.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Severely Damaged,Low,kg,7289.8,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Excellent,None,units,2460.3,3.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Damaged,Hazardous,units,4340.1,12.8,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Severely Damaged,None,cubic metres,1234.4,66.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Damaged,Low,tonnes,2680.6,30.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Wood,Damaged,None,tonnes,4451.1,7.6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Concrete,Moderate,None,tonnes,6978.0,5.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Concrete,Severely Damaged,Low,tonnes,1452.4,53.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Moderate,None,cubic metres,2195.3,36.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Gypsum,Moderate,Low,cubic metres,4565.2,72.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Good,Low,kg,1345.1,5.8,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Plastic,Damaged,Moderate,tonnes,2379.0,27.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Asphalt,Good,Hazardous,tonnes,6147.1,64.6,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Excellent,None,cubic metres,7978.2,3.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Excellent,None,kg,7996.6,1.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Moderate,Low,tonnes,1693.7,32.3,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Moderate,Hazardous,kg,2311.4,13.5,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Good,High,tonnes,54.3,48.1,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Good,None,cubic metres,5807.2,2.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Moderate,None,units,3385.8,31.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Good,None,cubic metres,7716.7,4.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Damaged,Moderate,cubic metres,6408.6,79.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Good,High,kg,1876.3,36.1,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Good,None,units,1290.2,30.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Severely Damaged,Moderate,units,7083.9,39.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Excellent,None,kg,1298.6,2.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Concrete,Good,None,kg,6903.8,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Excellent,None,units,623.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,None,units,6485.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Gypsum,Moderate,High,units,4619.2,48.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Steel,Excellent,None,kg,4527.6,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Excellent,High,kg,4709.4,16.4,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Moderate,Low,units,4994.2,47.4,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Asphalt,Severely Damaged,Moderate,cubic metres,3717.2,44.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Wood,Damaged,Low,tonnes,5712.0,29.2,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,Moderate,tonnes,571.2,47.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Soil,Excellent,Hazardous,kg,503.3,46.2,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Damaged,None,units,584.8,26.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Good,Hazardous,units,897.8,74.1,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Good,None,tonnes,5755.0,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Plastic,Damaged,Low,units,2510.5,62.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Severely Damaged,Hazardous,kg,6436.1,45.7,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Good,Low,cubic metres,6754.5,9.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Damaged,Low,cubic metres,2264.3,65.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Damaged,Hazardous,tonnes,2083.0,39.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Severely Damaged,None,units,6734.1,25.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Soil,Damaged,Low,tonnes,5294.3,59.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Severely Damaged,None,units,1708.9,50.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Severely Damaged,High,kg,2113.0,39.4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Excellent,Hazardous,kg,7414.2,27.6,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Brick,Damaged,Low,units,1419.0,9.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Brick,Damaged,None,cubic metres,5130.1,54.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Glass,Excellent,None,cubic metres,172.0,4.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,Low,cubic metres,5710.6,9.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Damaged,Hazardous,kg,5547.4,10.1,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Damaged,None,units,481.9,11.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Severely Damaged,High,cubic metres,5497.0,57.5,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Good,None,cubic metres,2264.2,30.1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Severely Damaged,Moderate,cubic metres,2289.0,50.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Moderate,High,cubic metres,6348.7,37.4,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Excellent,None,tonnes,3203.2,5.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Steel,Excellent,None,kg,2810.3,6.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Asphalt,Damaged,Low,units,6723.8,44.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Good,None,kg,7840.2,2.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Severely Damaged,Moderate,cubic metres,1561.6,72.5,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Gypsum,Damaged,Moderate,tonnes,6763.7,25.9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Concrete,Good,None,kg,6510.5,31.8,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Steel,Good,None,units,7136.1,5.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Soil,Moderate,Hazardous,units,6607.7,54.9,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Damaged,Low,kg,3568.5,74.4,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Soil,Damaged,None,kg,1721.9,46.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Low,tonnes,982.0,38.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Damaged,None,tonnes,278.7,17.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Severely Damaged,High,kg,3977.2,62.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Glass,Good,None,units,3823.2,9.3,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Severely Damaged,Hazardous,units,2268.3,77.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Damaged,High,tonnes,2164.0,48.8,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Concrete,Excellent,None,tonnes,3339.8,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Severely Damaged,Low,units,835.5,31.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Soil,Severely Damaged,High,cubic metres,2021.7,55.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Soil,Severely Damaged,Moderate,kg,955.8,56.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Good,Low,tonnes,4325.1,30.1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Asphalt,Moderate,None,cubic metres,2540.6,78.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Asphalt,Damaged,Moderate,cubic metres,6177.4,44.1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Mixed Construction Waste,Severely Damaged,Moderate,cubic metres,372.2,24.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Asphalt,Moderate,Moderate,units,1675.5,59.2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Soil,Moderate,High,kg,5246.3,40.4,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Moderate,Low,tonnes,2952.3,71.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Ceramic / Tiles,Severely Damaged,Hazardous,cubic metres,1414.4,9.2,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Ceramic / Tiles,Moderate,None,units,2701.9,6.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,Moderate,kg,1459.0,74.3,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Plastic,Damaged,Low,tonnes,2165.8,43.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Good,High,tonnes,3072.1,79.3,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Asphalt,Moderate,Moderate,tonnes,7882.5,27.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Damaged,None,units,3726.6,19.4,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Moderate,Low,tonnes,2450.4,27.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Asphalt,Moderate,Low,units,7460.4,58.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Steel,Excellent,None,tonnes,6351.4,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Glass,Damaged,Moderate,cubic metres,5658.7,54.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Moderate,High,tonnes,6908.8,50.6,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Damaged,Hazardous,kg,3387.4,13.6,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Severely Damaged,Low,tonnes,5145.4,30.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Concrete,Damaged,Moderate,units,4101.4,33.9,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Severely Damaged,Moderate,cubic metres,529.1,65.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Plastic,Severely Damaged,High,tonnes,1514.7,78.5,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Severely Damaged,Low,tonnes,5808.3,42.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Steel,Good,Low,units,3653.4,20.2,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,REPAIR
Wood,Good,Hazardous,kg,7600.6,73.7,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Wood,Severely Damaged,Low,kg,4502.5,69.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Gypsum,Damaged,Moderate,tonnes,1728.0,49.7,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Brick,Excellent,None,tonnes,1089.2,0.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Moderate,Low,units,4535.8,12.9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Glass,Severely Damaged,High,kg,3579.4,2.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Mixed Construction Waste,Damaged,Low,units,6881.9,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECOVER
Brick,Damaged,Low,units,3646.7,13.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Ceramic / Tiles,Excellent,None,kg,3181.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Ceramic / Tiles,Good,Low,cubic metres,2149.9,31.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Soil,Damaged,Moderate,kg,4562.2,66.4,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Severely Damaged,Moderate,tonnes,3869.4,70.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Moderate,Low,kg,6582.0,38.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Moderate,Moderate,kg,6145.4,29.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Concrete,Damaged,None,units,2619.2,11.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Mixed Construction Waste,Severely Damaged,Low,units,7098.4,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Steel,Good,None,tonnes,5398.7,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Brick,Good,None,cubic metres,1658.4,3.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Wood,Moderate,Hazardous,kg,2099.6,19.2,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,DISPOSAL / SPECIALIZED HANDLING
Gypsum,Severely Damaged,Moderate,cubic metres,5987.0,54.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,RECOVER
Brick,Good,None,kg,3625.4,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,REUSE
Mixed Construction Waste,Severely Damaged,Low,tonnes,6401.6,22.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RECOVER
Soil,Severely Damaged,Moderate,kg,353.6,50.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,RECYCLE
Wood,Damaged,Low,kg,7305.2,8.3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,REPAIR
Brick,Moderate,Low,kg,6731.0,11.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,REPAIR
Gypsum,Damaged,Moderate,tonnes,1355.7,58.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
Brick,Damaged,None,cubic metres,3080.2,52.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,RECYCLE
